ENTIDAD,NOM_ENT ,DISTRITO,INDIGENA,COMPLEJIDA,POBTOT,POBFEM,POBMAS,P_0A2,P_0A2_F,P_0A2_M,P_0A17,P_3YMAS,P_3YMAS_F,P_3YMAS_M,P_5YMAS,P_5YMAS_F,P_5YMAS_M,P_12YMAS,P_12YMAS_F,P_12YMAS_M,P_15YMAS,P_15YMAS_F,P_15YMAS_M,P_18YMAS,P_18YMAS_F,P_18YMAS_M,P_3A5,P_3A5_F,P_3A5_M,P_6A11,P_6A11_F,P_6A11_M,P_8A14,P_8A14_F,P_8A14_M,P_12A14,P_12A14_F,P_12A14_M,P_15A17,P_15A17_F,P_15A17_M,P_18A24,P_18A24_F,P_18A24_M,P_15A49_F,P_60YMAS,P_60YMAS_F,P_60YMAS_M,REL_H_M,POB0_14,POB15_64,POB65_MAS,POB_EDADNE,PROM_HNV,PNACENT,PNACENT_F,PNACENT_M,PNACOE,PNACOE_F,PNACOE_M,PRES2015,PRES2015_F,PRES2015_M,PRESOE15,PRESOE15_F,PRESOE15_M,P3YM_HLI,P3YM_HLI_F,P3YM_HLI_M,P3HLINHE,P3HLINHE_F,P3HLINHE_M,P3HLI_HE,P3HLI_HE_F,P3HLI_HE_M,P5_HLI,P5_HLI_NHE,P5_HLI_HE,PHOG_IND,POB_AFRO,POB_AFRO_F,POB_AFRO_M,PCON_DISC,PCDISC_MOT,PCDISC_VIS,PCDISC_LEN,PCDISC_AUD,PCDISC_M_A,PCDISC_MEN,PCON_LIMI,PCLIM_CSB,PCLIM_VIS,PCLIM_HACO,PCLIM_OAUD,PCLIM_MOT2,PCLIM_RE_C,PCLIM_PMEN,PSIND_LIM,P3A5_NOA,P3A5_NOA_F,P3A5_NOA_M,P6A11_NOA,P6A11_NOAF,P6A11_NOAM,P12A14NOA,P12A14NOAF,P12A14NOAM,P15A17A,P15A17A_F,P15A17A_M,P18A24A,P18A24A_F,P18A24A_M,P8A14AN,P8A14AN_F,P8A14AN_M,P15YM_AN,P15YM_AN_F,P15YM_AN_M,P15YM_SE,P15YM_SE_F,P15YM_SE_M,P15PRI_IN,P15PRI_INF,P15PRI_INM,P15PRI_CO,P15PRI_COF,P15PRI_COM,P15SEC_IN,P15SEC_INF,P15SEC_INM,P15SEC_CO,P15SEC_COF,P15SEC_COM,P18YM_PB,P18YM_PB_F,P18YM_PB_M,GRAPROES,GRAPROES_F,GRAPROES_M,PEA,PEA_F,PEA_M,PE_INAC,PE_INAC_F,PE_INAC_M,POCUPADA,POCUPADA_F,POCUPADA_M,PDESOCUP,PDESOCUP_F,PDESOCUP_M,PSINDER,PDER_SS,PDER_IMSS,PDER_ISTE,PDER_ISTEE,PAFIL_PDOM,PDER_SEGP,PDER_IMSSB,PAFIL_IPRI,PAFIL_OTRA,P12YM_SOLT,P12YM_CASA,P12YM_SEPA,TOTHOG,HOGJEF_F,HOGJEF_M,POBHOG,PHOGJEF_F,PHOGJEF_M,VIVTOT,TVIVHAB,TVIVPAR,VIVPAR_HAB,VIVPARH_CV,TVIVPARHAB,VIVPAR_DES,VIVPAR_UT,OCUPVIVPAR,PROM_OCUP,PRO_OCUP_C,VPH_PISODT,VPH_PISOTI,VPH_1DOR,VPH_2YMASD,VPH_1CUART,VPH_2CUART,VPH_3YMASC,VPH_C_ELEC,VPH_S_ELEC,VPH_AGUADV,VPH_AEASP,VPH_AGUAFV,VPH_TINACO,VPH_CISTER,VPH_EXCSA,VPH_LETR,VPH_DRENAJ,VPH_NODREN,VPH_C_SERV,VPH_NDEAED,VPH_DSADMA,VPH_NDACMM,VPH_SNBIEN,VPH_REFRI,VPH_LAVAD,VPH_HMICRO,VPH_AUTOM,VPH_MOTO,VPH_BICI,VPH_RADIO,VPH_TV,VPH_PC,VPH_TELEF,VPH_CEL,VPH_INTER,VPH_STVP,VPH_SPMVPI,VPH_CVJ,VPH_SINRTV,VPH_SINLTC,VPH_SINCIN,VPH_SINTIC
21,Puebla,4,SI,Disperso 1,440695,228462,212233,27997,13918,14079,168180,412635,214512,198123,394265,205276,188989,328388,172517,155871,300456,158705,141751,272452,144940,127512,27504,13751,13753,56743,28244,28499,66166,32882,33284,27932,13812,14120,28004,13765,14239,55438,28387,27051,117397,42273,23516,18757,92,140176,270356,30100,63,2,422246,217852,204394,17310,10029,7281,387131,201767,185364,5969,3244,2725,138875,73072,65803,15636,10491,5145,122831,62369,60462,134886,14417,120062,194484,5750,2932,2818,21470,9984,8607,3863,4969,4704,4261,41787,14963,24684,3235,8967,2088,8464,4227,375786,12530,6149,6381,2676,1266,1410,5805,2669,3136,14693,7554,7139,9169,4770,4399,3324,1469,1855,47682,30280,17402,42885,27019,15866,52275,26599,25676,70272,35868,34404,11821,5318,6503,61350,31825,29525,53323,27634,25689,6,6,6,202726,76995,125731,124691,95101,29590,200127,76600,123527,2599,395,2204,109738,330761,27158,4923,1405,390,292380,3597,1975,1090,109629,186688,32006,102614,28383,74231,440124,106430,333694,128336,102646,127467,101777,102394,102614,15488,10202,440124,4,1,88408,13954,43006,59361,8520,27114,66733,100881,1486,93590,74048,8777,58202,28568,76222,23727,86037,16330,81470,445,76199,73677,5675,54118,40237,11244,22556,10344,36293,60248,82758,9913,8574,74352,17762,18953,1624,1159,11606,25845,81864,7013
21,Puebla,5,NO,Concentrado 2,446581,230395,216186,23848,11888,11960,148843,422556,218416,204140,405538,210098,195440,347322,181259,166063,322640,169044,153596,297561,156690,140871,25617,12604,13013,49617,24553,25064,57677,28531,29146,24682,12215,12467,25079,12354,12725,55692,28119,27573,123164,45899,24529,21370,93,123764,291240,31400,177,2,400540,205456,195084,43585,23748,19837,391977,203628,188349,11786,6012,5774,5871,2924,2947,60,29,31,5789,2886,2903,5855,59,5775,15599,8789,4496,4293,18904,8225,8171,3171,4745,3807,3471,47734,14473,30715,3352,11409,2570,9849,4471,377614,8908,4323,4585,1851,885,966,2049,869,1180,18331,9350,8981,15890,8237,7653,1259,542,717,11869,7383,4486,11267,6825,4442,29325,16513,12812,59210,31752,27458,10759,4787,5972,86747,44297,42450,113181,58372,54809,9,9,9,217930,86103,131827,128559,94791,33768,214323,85171,129152,3607,932,2675,170621,275593,87704,12839,3416,3703,163482,2171,2155,2032,113285,193842,40113,108022,31253,76769,446268,117200,329068,143355,108044,141318,106007,107842,108022,27621,7690,446268,4,1,102927,4854,32494,75287,4998,16702,86080,107420,363,106781,96221,1001,81635,20767,104985,1685,106034,1742,105123,54,104920,60130,1053,80661,64989,32089,38618,18146,54050,82684,98820,25650,26404,92828,41440,28711,8160,5557,3971,11117,61117,1732
21,Puebla,6,NO,Concentrado 1,427654,221360,206294,19117,9396,9721,127015,408213,211807,196406,394145,204877,189268,345446,181010,164436,323260,170033,153227,300315,158743,141572,21378,10442,10936,41389,20355,21034,50046,24604,25442,22186,10977,11209,22945,11290,11655,55069,27399,27670,121138,45594,25563,20031,93,104070,293259,30001,324,1,381290,196035,185255,44971,24638,20333,385725,200700,185025,7703,3920,3783,24990,12876,12114,476,330,146,24359,12475,11884,24831,473,24203,50713,8876,4534,4342,16189,7362,7167,2472,3850,3072,3044,41480,12628,26734,2526,9746,2362,8878,4940,366984,5501,2612,2889,1742,854,888,1910,882,1028,18034,8956,9078,21966,10982,10984,905,418,487,10549,7291,3258,12667,8319,4348,17925,10643,7282,46274,25774,20500,9217,4209,5008,72535,37133,35402,153062,77776,75286,10,10,10,212817,89753,123064,131986,90948,41038,207696,88072,119624,5121,1681,3440,124499,302601,180010,14837,9456,3853,86985,2178,4495,3473,124797,178406,42129,110829,36670,74159,427355,131385,295970,126555,110847,122495,106787,110753,110829,12790,2918,427355,3,0,108477,2153,29515,81128,5622,13985,91038,110243,404,107515,95776,3132,93488,83180,109283,916,109821,823,106901,69,109369,64511,625,94319,79071,52581,43372,6555,22545,88723,104819,44868,45846,100372,62718,35447,19490,13180,2679,6675,42367,955
21,Puebla,7,NO,Concentrado 2,479458,246850,232608,29326,14660,14666,177921,449521,231881,217640,429504,221995,207509,359267,187034,172233,330252,172594,157658,300926,158059,142867,30123,14988,15135,60131,29859,30272,69376,34511,34865,29015,14440,14575,29326,14535,14791,62010,31353,30657,131749,39279,21195,18084,94,148595,303816,26436,611,2,449149,230074,219075,27978,15600,12378,421641,218184,203457,6724,3499,3225,9023,4815,4208,116,68,48,8854,4724,4130,8984,113,8821,25088,6942,3478,3464,17434,8100,7133,3035,3938,3555,3226,41285,13795,24780,3252,9117,2424,8312,4558,417917,11610,5659,5951,2656,1296,1360,4485,1992,2493,18041,9357,8684,14470,7488,6982,1964,804,1160,20251,13073,7178,19261,12026,7235,38775,20681,18094,76562,39454,37108,12162,5365,6797,82724,43135,39589,90003,46117,43886,8,8,8,221726,83574,138152,136500,102990,33510,217871,82755,135116,3855,819,3036,174096,304627,65334,8060,3481,1152,221284,2011,3153,1950,120637,203816,34772,108790,29821,78969,479204,119721,359483,132466,108818,130661,107013,108604,108790,17101,6547,479204,4,1,104393,4021,38123,70293,7536,20379,80501,107549,867,99468,73142,8948,77454,60069,100902,4743,104307,4096,96362,228,102140,67750,1604,72817,61285,24559,37732,6560,46702,76269,98117,19494,17089,92361,31683,24910,5207,3500,5489,14059,72341,2426
21,Puebla,8,NO,Disperso 1,425584,218938,206646,25344,12362,12982,158045,400148,206528,193620,382561,197724,184837,320613,167161,153452,293831,153816,140015,267447,140768,126679,26377,13185,13192,53158,26182,26976,62580,30984,31596,26782,13345,13437,26384,13048,13336,51461,26266,25195,112671,43690,23166,20524,94,131661,262780,31051,92,2,384401,196360,188041,40016,21998,18018,370673,191917,178756,10572,5561,5011,9491,5145,4346,72,39,33,9365,5093,4272,9426,72,9300,23944,6837,3513,3324,22687,9839,9508,3471,5450,4435,4315,47942,15335,29303,3199,10321,2388,10156,4158,353252,9811,4773,5038,1972,891,1081,3895,1743,2152,15876,8152,7724,10701,5579,5122,2037,885,1152,32555,19944,12611,30341,18115,12226,45402,23026,22376,58648,29689,28959,11118,5028,6090,74332,38985,35347,64573,33926,30647,7,7,7,188681,65734,122947,131132,101130,30002,185190,65133,120057,3491,601,2890,102511,322834,34119,6721,3698,669,274237,3402,1583,1340,103163,184436,32978,99857,25347,74510,425153,94046,331107,129336,99871,128250,98785,99685,99857,17648,11817,425153,4,1,94248,5406,39463,60190,6912,21729,71009,98848,807,97295,79084,2359,67467,24478,82881,15055,89073,10579,87731,189,83066,69088,2405,57413,44283,16353,26985,6746,30123,66780,89404,12097,12677,78044,20816,24156,2643,1888,5601,18875,75164,3153
21,Puebla,9,NO,Altamente Concentrado 2,394045,206976,187069,14934,7481,7453,100610,378849,199358,179491,367560,193724,173836,328880,174638,154242,311581,166095,145486,293173,156895,136278,17176,8523,8653,32793,16197,16596,39299,19315,19984,17299,8543,8756,18408,9200,9208,48593,24287,24306,109581,56882,32217,24665,90,82202,272723,38858,262,1,335237,174766,160471,55905,30742,25163,355508,187621,167887,10605,5466,5139,7454,3847,3607,103,68,35,7302,3753,3549,7409,102,7259,16957,7548,3867,3681,15159,7240,6516,2298,3964,3100,2895,37187,12193,23546,2408,9611,2542,7739,4398,339005,4064,1966,2098,1589,766,823,1326,579,747,15003,7635,7368,22692,11324,11368,685,307,378,6261,4186,2075,7823,5023,2800,13184,7979,5205,36290,20656,15634,7295,3334,3961,58442,30592,27850,177580,92529,85051,11,11,11,203410,90122,113288,124866,84231,40635,198835,88513,110322,4575,1609,2966,109186,284332,175460,17246,9817,1574,66028,1504,12757,4003,123603,159408,45678,113227,40774,72453,393608,130288,263320,135125,113260,129229,107364,113013,113227,15269,6596,393608,3,0,111911,989,30753,82173,4357,12077,96493,112789,138,111362,99681,1565,98345,85559,112375,391,112622,292,111121,18,112401,57478,330,102644,86327,64090,53149,6611,19321,92064,107930,57756,56110,104258,75459,45501,30206,16406,2117,4656,32457,574
22,Querétaro,1,NO,Disperso 2,356161,183870,172291,19675,9845,9830,126416,336276,173917,162359,322703,167055,155648,271726,141946,129780,250243,131342,118901,229535,120971,108564,20696,10315,10381,43854,21656,22198,50849,25055,25794,21483,10604,10879,20708,10371,10337,43224,22014,21210,96216,37143,19667,17476,93,105708,223798,26445,210,2,323712,166814,156898,30015,15802,14213,313785,163316,150469,6726,3365,3361,7714,4184,3530,80,65,15,7607,4101,3506,7616,80,7509,14568,3906,1982,1924,17824,8760,7441,3168,4270,3563,3732,40288,13549,25401,2818,8721,2163,8391,4583,295786,7832,3927,3905,1358,627,731,2235,928,1307,13194,7118,6076,8683,4803,3880,1176,487,689,19588,11940,7648,21923,12481,9442,24543,12253,12290,46370,23432,22938,7792,3286,4506,82030,43647,38383,59242,31564,27678,8,8,8,158555,60211,98344,112249,81438,30811,155335,59690,95645,3220,521,2699,65255,290616,77660,10640,602,311,201346,860,846,394,95112,150962,25620,90402,28233,62169,355674,99329,256345,117697,90441,116892,89636,90202,90402,17810,9446,355674,3,1,86354,3779,33137,57001,6380,18679,65080,88341,1799,84231,68019,5909,67478,11489,78140,5202,81573,8565,77197,543,78330,49891,2762,72443,53058,28957,38886,4857,14962,53816,78296,17009,11621,69043,24363,38314,3604,2899,7302,18224,60096,4338
22,Querétaro,2,NO,Concentrado 2,414295,212619,201676,19431,9700,9731,128192,393656,202314,191342,379321,195241,184080,328250,170173,158077,306471,159389,147082,284895,148776,136119,21494,10533,10961,43912,21608,22304,51339,25337,26002,21779,10784,10995,21576,10613,10963,49640,24615,25025,115204,42524,22792,19732,94,106616,278225,28246,1208,2,310851,159522,151329,99448,51132,48316,355049,183525,171524,22170,11164,11006,1978,927,1051,10,6,4,1941,916,1025,1962,10,1925,5151,6358,3204,3154,18135,8279,8382,2700,4303,3404,3315,41823,12573,27280,2468,8518,2006,8198,5314,350568,8635,4203,4432,1669,831,838,1688,704,984,15711,8070,7641,15498,7972,7526,817,351,466,11415,7348,4067,14313,8548,5765,16831,8947,7884,43492,22511,20981,7928,3319,4609,92351,48238,44113,120814,62034,58780,9,9,9,208311,86266,122045,119198,83585,35613,204785,85288,119497,3526,978,2548,97840,315085,182008,15101,546,1906,109219,2324,5692,1542,118474,177253,32447,113293,35364,77929,413360,116746,296614,146636,113338,144392,111094,113187,113293,21540,11758,413360,3,0,111046,1802,33535,79313,5275,17171,90402,112296,555,111328,99799,1523,78728,7494,110333,847,110509,2340,109254,183,109736,49658,636,102649,79183,53253,60175,9823,26998,80163,106092,41764,29628,102309,56812,45820,17195,10551,3437,8127,49523,1166
22,Querétaro,3,NO,Concentrado 2,601555,304920,296635,28528,14323,14205,176613,570856,289515,281341,549669,279105,270564,480813,245163,235650,451654,230875,220779,422771,216601,206170,31236,15298,15938,58807,29054,29753,68333,33642,34691,29159,14288,14871,28883,14274,14609,74673,37103,37570,175647,48500,26083,22417,97,147730,421727,29927,2171,1,369084,187287,181797,222637,112820,109817,478950,244375,234575,66266,32761,33505,4050,1820,2230,21,13,8,3992,1790,2202,4027,20,3970,9140,12918,6303,6615,20675,9327,9358,2893,4149,3472,3761,57734,14856,38864,2901,10529,2153,10421,6907,516844,12258,5982,6276,2700,1291,1409,2288,1031,1257,21582,11008,10574,25696,13002,12694,1183,491,692,9765,6340,3425,12622,7617,5005,14695,8514,6181,41508,22380,19128,10222,4485,5737,111954,57363,54591,245833,122424,123409,11,10,11,324131,138903,185228,155684,105754,49930,317990,136934,181056,6141,1969,4172,112160,486575,361129,21739,803,2596,84091,1825,25778,2217,173027,262808,44555,173924,56456,117468,601142,182376,418766,205855,173964,194008,162117,173787,173924,25223,6668,601142,3,0,170911,2173,41226,131889,5413,19361,148342,172838,282,170983,154968,2136,144425,27020,171538,700,171907,1208,169945,66,171393,63451,504,163942,139789,106849,105904,13762,27204,128245,164810,95307,93782,164898,134663,118730,58387,34879,3925,5390,32662,991
22,Querétaro,4,NO,Altamente Concentrado 2,448189,230248,217941,15113,7473,7640,102423,430441,221448,208993,418795,215722,203073,379347,196319,183028,361757,187716,174041,343131,178660,164471,17355,8508,8847,33739,16621,17118,40452,19863,20589,17590,8603,8987,18626,9056,9570,56609,28108,28501,124673,63290,35340,27950,94,83797,319344,42413,2635,1,285251,146116,139135,153399,79525,73874,378675,196838,181837,34044,16883,17161,3359,1547,1812,24,13,11,3269,1520,1749,3329,23,3240,6815,10402,5232,5170,18112,9211,7613,2427,3904,3652,3406,47403,14933,29791,2581,10513,2714,9592,5896,376366,5804,2794,3010,1692,821,871,1335,574,761,14692,7377,7315,25580,12779,12801,696,310,386,6045,4180,1865,8660,5582,3078,11954,7005,4949,30921,17142,13779,8164,3484,4680,67106,34093,33013,223658,114062,109596,11,11,12,250777,112845,137932,127528,82980,44548,245734,111011,134723,5043,1834,3209,93496,351364,243254,25392,1063,1378,60385,1542,27819,2924,152215,182652,43950,131429,48908,82521,444456,156050,288406,152959,131546,143502,122089,131251,131429,15812,5601,444456,3,0,128584,1877,27745,102753,4128,9915,116452,130365,137,129844,127232,657,114978,36593,130081,292,130139,342,129571,28,130031,42043,349,125474,108560,89287,86043,10937,19329,99539,124257,84895,87586,123885,110992,92019,52960,28334,2984,2875,16539,657
22,Querétaro,5,NO,Concentración Media,548267,279990,268277,25482,12537,12945,166881,522185,267151,255034,503262,257730,245532,436003,224701,211302,408055,210766,197289,380786,197158,183628,28496,14077,14419,57686,28373,29313,66657,33014,33643,27948,13935,14013,27269,13608,13661,65972,33230,32742,159308,48765,26539,22226,95,139612,375593,32462,600,1,359178,183529,175649,181046,92442,88604,431821,222275,209546,66554,33436,33118,14282,7451,6831,459,346,113,13762,7080,6682,14152,457,13635,26533,9852,4823,5029,21414,9671,9573,3141,4440,3828,4287,57545,16023,37709,3709,11602,2842,12135,6357,465376,10151,4991,5160,2216,1108,1108,2583,1142,1441,18928,9866,9062,21362,11032,10330,1156,481,675,14921,9630,5291,18008,10800,7208,21497,11393,10104,46976,24415,22561,9929,4189,5740,97298,50134,47164,201500,102671,98829,10,10,10,291306,124191,167115,143682,100041,43641,286484,122710,163774,4822,1481,3341,117716,429520,257211,19689,1008,1562,131966,2704,27773,2505,152854,242829,40022,159439,50471,108968,547576,156397,391179,203206,159482,192748,149024,159169,159439,32023,11701,547576,3,0,155727,3244,43809,115177,5268,20046,133673,158084,913,155503,134434,3492,108426,31418,154065,1498,154428,4556,151511,266,153509,55032,1259,146549,121837,95006,101525,11610,27145,117037,149493,81264,66880,146843,103215,87203,51596,29768,5054,9742,49184,2076
23,Quintana Roo,1,NO,Concentración Media,525417,257486,267931,26175,12899,13276,155732,487994,238961,249033,468459,229298,239161,405927,198423,207504,381240,186237,195003,358437,174772,183665,29172,14510,14662,52895,26028,26867,59889,29475,30414,24687,12186,12501,22803,11465,11338,62868,30976,31892,154441,27791,14043,13748,104,132929,364376,16864,11248,1,210577,103640,106937,289533,140969,148564,394346,193015,201331,67459,33329,34130,56257,25300,30957,1312,845,467,54286,24199,30087,55868,1282,53930,118242,17785,8576,9209,15290,6328,7534,3090,2992,3189,3006,38503,9196,25933,2950,5912,1730,5772,4727,456926,13707,6762,6945,3921,1943,1978,2527,1245,1282,16554,8434,8120,12428,6525,5903,1682,734,948,9749,5749,4000,13301,7260,6041,19470,10122,9348,39375,20065,19310,8213,3736,4477,109280,52988,56292,179894,85939,93955,10,10,10,291106,117726,173380,113564,80198,33366,286423,116088,170335,4683,1638,3045,145565,367768,232371,17128,742,2564,103359,2868,10777,2375,131810,236463,37085,167113,55325,111788,524318,171014,353304,219159,167152,195892,143885,166735,167113,28046,23961,524318,3,1,159468,3508,83414,79617,40434,40576,82019,161241,1798,160248,146630,2788,150514,40875,160782,499,159966,3022,157090,341,159617,80229,1874,141595,116967,59348,57220,41950,50595,84030,139150,57689,38137,152154,88395,76225,36954,14512,15621,9762,66551,3615
23,Quintana Roo,2,SI,Disperso 2,398557,200601,197956,18994,9332,9662,127368,379080,191024,188056,365071,184091,180980,314546,159085,155461,292453,148087,144366,270706,137368,133338,21189,10505,10684,43345,21434,21911,51229,25392,25837,22093,10998,11095,21747,10719,11028,48155,23876,24279,108041,41887,20468,21419,98,105621,264334,28119,483,2,278835,140295,138540,113581,57210,56371,350661,177467,173194,11804,5926,5878,86441,42262,44179,5372,3480,1892,80181,38360,41821,85330,5189,79253,151946,12634,6264,6370,19178,9068,8181,3401,4104,3674,3727,39331,12590,23975,2782,7537,1781,7548,5082,337230,6236,3056,3180,1357,637,720,1347,631,716,17001,8408,8593,16813,8213,8600,1646,660,986,19030,10877,8153,19971,10940,9031,26524,13083,13441,31738,16781,14957,7786,3549,4237,80250,41061,39189,115786,57265,58521,9,9,9,200118,79191,120927,113810,79651,34159,197613,78351,119262,2505,840,1665,76709,321187,82122,56573,4286,6305,172165,960,2225,1143,103197,176194,35077,113823,35576,78247,396768,116289,280479,143250,113863,141035,111648,113194,113823,18518,10869,396768,3,1,107641,5365,55682,57333,18975,30757,63283,110766,2250,110428,103823,2587,94870,28023,106427,1653,106783,6230,104400,511,105730,52193,2712,89712,84604,33015,43101,28723,43706,68337,92239,35243,21995,95356,50728,54272,16825,6764,12587,16340,56798,5902
23,Quintana Roo,3,NO,Altamente Concentrado 2,349519,172620,176899,13622,6711,6911,96898,334453,165185,169268,323901,160067,163834,285093,140987,144106,268008,132602,135406,251177,124409,126768,16014,7768,8246,33346,16430,16916,39659,19442,20217,17085,8385,8700,16831,8193,8638,46157,22626,23531,104005,23432,12263,11169,102,80067,254293,13715,1444,1,152917,75212,77705,190070,94127,95943,294197,146017,148180,27233,12929,14304,29711,13894,15817,352,205,147,29099,13571,15528,29664,344,29061,74138,6891,3268,3623,13091,5224,6722,2168,2290,2332,2270,33370,7980,23899,2011,4856,1312,4789,4225,298851,8130,3894,4236,2161,1046,1115,1361,624,737,12755,6314,6441,12999,6590,6409,896,393,503,6086,3864,2222,9005,5386,3619,17005,9427,7578,31299,16917,14382,7181,3190,3991,74799,36238,38561,119339,56559,62780,9,9,10,194414,77272,117142,89958,63374,26584,191114,76248,114866,3300,1024,2276,91977,255347,195329,11380,399,464,45150,1376,1997,1242,96567,156771,31406,106216,34485,71731,349325,112681,236644,120458,106233,112928,98703,106022,106216,11818,2407,349325,3,1,104403,1162,48023,57562,18511,30594,56472,105435,159,103741,98054,1845,100664,25725,105448,55,104539,992,102943,19,104464,59973,507,96844,82263,42492,37677,13715,21985,64019,95370,37305,36004,100070,64978,46756,20793,8472,5950,4484,36408,1172
23,Quintana Roo,4,NO,Concentrado 2,584492,290499,293993,25602,12438,13164,163730,551043,274135,276908,531801,264656,267145,464845,231934,232911,437862,218602,219260,412915,206191,206724,28773,14125,14648,57425,28076,29349,65319,31973,33346,26983,13332,13651,24947,12411,12536,69030,34570,34460,172041,37942,20211,17731,101,138783,414829,23033,7847,1,206216,101225,104991,351917,175748,176169,440083,219418,220665,81187,40578,40609,32540,15155,17385,271,161,110,31977,14876,17101,32455,267,31898,78840,14955,7211,7744,19446,7594,9747,3557,3492,3687,3638,52913,11320,36943,3262,7457,1973,8279,6318,499693,13855,6782,7073,3705,1780,1925,2406,1178,1228,18720,9412,9308,19024,9451,9573,1683,749,934,7359,4574,2785,11139,6392,4747,18720,10343,8377,38225,20755,17470,10452,4847,5605,104367,51365,53002,240564,117240,123324,11,10,11,321179,131970,189209,142040,99209,42831,315157,129938,185219,6022,2032,3990,154329,421026,317700,21061,660,1431,63312,2229,18528,3685,150904,264249,48678,188337,61884,126453,582517,183855,398662,228855,188387,198427,157959,188173,188337,28212,12256,582517,3,0,182859,2768,69211,116476,14637,42145,128910,184583,1128,183683,166086,2014,174130,48635,185164,180,185006,616,182512,102,184834,91541,781,172304,145103,88708,82340,22704,34042,115294,168408,83609,62603,178622,115093,90303,57255,26154,9484,5792,61863,1550
24,San Luis Potosí,1,NO,Muy Disperso 1,363609,187759,175850,19051,9456,9595,122986,344420,178230,166190,330737,171440,159297,282214,147462,134752,260979,137066,123913,240485,126983,113502,20649,10178,10471,41557,20590,20967,49369,24279,25090,21235,10396,10839,20494,10083,10411,41657,21626,20031,94792,46738,24231,22507,93,102492,227205,33774,138,2,318412,163942,154470,42006,22244,19762,320676,167287,153389,6978,3578,3400,529,216,313,8,3,5,510,206,304,522,7,504,1123,4804,2429,2375,22079,10488,9713,3172,5040,4389,4038,51316,16811,32785,3096,10437,2544,10880,4696,288027,5765,2761,3004,1298,605,693,1844,793,1051,12814,6719,6095,9754,5190,4564,1010,353,657,16464,8706,7758,16039,7965,8074,35888,16631,19257,38037,18966,19071,8585,3852,4733,84787,47777,37010,68631,36857,31774,8,8,8,157129,56857,100272,124128,90265,33863,153755,56293,97462,3374,564,2810,66971,296275,97178,18712,719,355,173644,7157,1614,771,90509,162449,29153,94651,26698,67953,363147,91496,271651,128933,94685,126622,92374,94547,94651,23933,10315,363147,3,0,91175,3307,27798,66703,2558,11122,80817,92864,1636,84834,49584,9666,67079,16371,76014,14017,84515,9977,78029,552,76601,30482,1064,83332,74129,39708,51276,34332,36828,64879,85741,20340,26381,76062,29827,30449,6108,4711,4659,13001,59793,2436
24,San Luis Potosí,2,NO,Concentración Media,488004,249877,238127,23102,11452,11650,157125,464245,238098,226147,446604,229293,217311,383848,198313,185535,357136,185072,172064,330222,171786,158436,26710,13252,13458,53687,26533,27154,62332,30851,31481,26712,13241,13471,26914,13286,13628,61579,30778,30801,137851,46334,24878,21456,95,130211,326057,31079,657,2,439772,225192,214580,44715,22978,21737,434906,224077,210829,9717,4561,5156,1630,723,907,3,3,0,1482,657,825,1619,3,1476,4026,10084,4993,5091,19848,9586,8391,3175,4310,4085,3704,50599,15219,33317,3145,10132,2663,9138,6172,413423,7830,3843,3987,1961,935,1026,1864,857,1007,19244,9834,9410,18932,9579,9353,1073,419,654,12762,7183,5579,15338,8232,7106,24712,12891,11821,41893,22457,19436,10686,5033,5653,102687,53712,48975,147814,75152,72662,9,9,9,241484,98959,142525,141389,98963,42426,237217,97725,139492,4267,1234,3033,82004,404928,271524,21049,1006,1037,104545,1859,7325,1938,136019,208586,38948,130139,39031,91108,487601,133859,353742,158234,130183,153603,125552,130016,130139,21761,6290,487601,3,0,126711,3061,29296,100517,2525,12973,114318,128732,1097,125799,106982,4006,104216,77391,123201,3332,125093,4515,122251,386,123376,51960,1072,119609,105040,68351,71129,17825,43706,91427,122754,49247,46656,115330,64781,55188,24037,17387,4043,10693,57409,1962
24,San Luis Potosí,3,NO,Disperso 2,344701,176786,167915,17782,8937,8845,112121,326828,167802,159026,314516,161585,152931,270337,139815,130522,251031,130262,120769,232489,120959,111530,18582,9337,9245,37909,18650,19259,44899,22158,22741,19306,9553,9753,18542,9303,9239,37913,19557,18356,85866,55056,27814,27242,94,93579,209385,41646,91,2,316675,162076,154599,24206,12763,11443,304444,157643,146801,5814,3027,2787,9300,4744,4556,1037,637,400,8106,4017,4089,8978,902,7919,12749,3394,1717,1677,23109,11563,9370,3466,5681,4926,4615,46495,15898,29152,2890,10352,2393,10243,4971,272901,4779,2391,2388,1397,703,694,1809,820,989,11289,5937,5352,7888,4199,3689,1022,438,584,20590,10299,10291,23122,11090,12032,37070,16728,20342,36201,17846,18355,8309,3751,4558,78912,44152,34760,59979,32567,27412,7,8,7,152624,54841,97783,116553,84610,31943,149527,54377,95150,3097,464,2633,61965,282407,52949,16667,306,292,202053,8638,4222,793,86156,152561,31531,94606,28269,66337,344064,91969,252095,134232,94643,133325,93736,94376,94606,26967,12622,344064,3,0,88123,6211,31883,62452,3918,15035,75384,92347,1990,82446,55556,11893,67442,19973,68118,23978,80529,13793,73210,705,67644,41940,2597,81129,73082,37370,44700,19761,40813,53402,82062,18792,21483,72664,27732,46367,5508,4230,7895,16443,61376,4745
