Changed database context to 'MeteoriteLandings'.
name                                               recclass                                           year        GeoLocationX             GeoLocationY            
Queen Alexandra Range 94209                        L6                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94210                        L6                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94211                        L6                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94212                        L6                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94213                        L6                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94214                        L6                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94215                        L6                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94216                        L6                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94217                        H5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94218                        H5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94220                        CM2                                                       1994                    -84.0                    168.0
Queen Alexandra Range 94221                        H5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94222                        CM2                                                       1994                    -84.0                    168.0
Queen Alexandra Range 94223                        H5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94227                        L6                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94228                        L6                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94229                        L5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94230                        L6                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94231                        L6                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94232                        L6                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94233                        L6                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94234                        L6                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94235                        L6                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94236                        L6                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94237                        H5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94238                        L6                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94239                        L6                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94240                        L5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94241                        L6                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94242                        H5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94243                        H6                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94244                        L6                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94245                        LL6                                                       1994                    -84.0                    168.0
Queen Alexandra Range 94246                        L5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94247                        LL6                                                       1994                    -84.0                    168.0
Queen Alexandra Range 94248                        L5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94249                        L6                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94250                        L5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94251                        L6                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94252                        H5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94253                        L6                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94254                        H6                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94255                        L6                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94257                        L5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94258                        H5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94259                        H5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94260                        L6                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94261                        L6                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94262                        L6                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94263                        H5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94264                        L6                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94265                        L6                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94266                        LL6                                                       1994                    -84.0                    168.0
Queen Alexandra Range 94267                        L6                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94268                        L6                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94269                        Lunar anorth                                              1994                    -84.0                    168.0
Queen Alexandra Range 94270                        L5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94271                        H6                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94272                        H6                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94273                        H6                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94275                        H6                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94276                        L5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94277                        L6                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94278                        L6                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94279                        L5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94280                        L5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94281                        Lunar basalt                                              1994                    -84.0                    168.0
Queen Alexandra Range 94282                        L5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94283                        L5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94284                        H5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94285                        L5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94286                        L5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94287                        L5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94288                        L6                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94289                        H5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94290                        L6                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94291                        L5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94292                        L5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94293                        L5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94294                        L5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94296                        L6                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94297                        L6                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94298                        H5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94299                        Mesosiderite                                              1994                    -84.0                    168.0
Queen Alexandra Range 94300                        H5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94301                        L5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94302                        LL5                                                       1994                    -84.0                    168.0
Queen Alexandra Range 94303                        L5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94304                        L5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94305                        L5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94306                        L6                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94307                        L6                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94308                        L5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94309                        H5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94310                        L5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94311                        L5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94312                        H6                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94313                        L5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94314                        H6                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94315                        H6                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94316                        H6                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94317                        H6                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94318                        H6                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94319                        L5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94320                        H6                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94321                        EL3                                                       1994                    -84.0                    168.0
Queen Alexandra Range 94322                        H6                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94324                        L6                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94325                        L6                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94326                        L6                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94327                        L6                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94328                        L5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94329                        L6                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94330                        H6                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94331                        L5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94332                        H6                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94333                        H6                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94334                        L6                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94335                        H6                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94336                        LL6                                                       1994                    -84.0                    168.0
Queen Alexandra Range 94337                        H6                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94338                        H6                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94339                        H5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94340                        L6                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94341                        L5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94342                        L5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94343                        H6                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94344                        H6                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94345                        L6                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94346                        H6                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94347                        L5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94348                        L6                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94349                        LL5                                                       1994                    -84.0                    168.0
Queen Alexandra Range 94350                        H5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94351                        H5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94352                        L4                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94353                        H6                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94354                        L5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94355                        H6                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94356                        L5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94357                        L5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94359                        L5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94360                        L5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94361                        L5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94362                        L5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94363                        H6                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94364                        L5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94365                        L6                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94366                        CV3                                                       1994                    -84.0                    168.0
Queen Alexandra Range 94367                        L6                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94368                        EL4                                                       1994                    -84.0                    168.0
Queen Alexandra Range 94369                        L6                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94370                        L5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94371                        L5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94372                        H6                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94373                        H6                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94374                        H6                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94375                        L5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94376                        L5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94377                        L5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94378                        L5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94379                        LL5                                                       1994                    -84.0                    168.0
Queen Alexandra Range 94380                        L5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94381                        L5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94382                        H5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94383                        LL5                                                       1994                    -84.0                    168.0
Queen Alexandra Range 94384                        L5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94385                        L5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94386                        H5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94387                        L5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94388                        L5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94389                        L5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94390                        LL6                                                       1994                    -84.0                    168.0
Queen Alexandra Range 94391                        L5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94392                        L5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94393                        L5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94394                        L5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94395                        L6                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94396                        L3.4                                                      1994                    -84.0                    168.0
Queen Alexandra Range 94397                        LL6                                                       1994                    -84.0                    168.0
Queen Alexandra Range 94398                        L5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94399                        H5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94400                        H5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94401                        H6                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94402                        H5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94403                        H5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94404                        H6                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94405                        H6                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94406                        H5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94407                        H6                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94408                        L6                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94409                        H5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94410                        H5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94411                        CBb                                                       1994                    -84.0                    168.0
Queen Alexandra Range 94412                        H5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94413                        H5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94414                        L6                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94415                        L5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94416                        L5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94417                        L5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94418                        L5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94419                        L6                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94420                        L3.4                                                      1994                    -84.0                    168.0
Queen Alexandra Range 94421                        L5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94422                        H5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94423                        L5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94424                        L5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94425                        L5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94426                        L5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94427                        LL6                                                       1994                    -84.0                    168.0
Queen Alexandra Range 94428                        L5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94429                        H5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94430                        L5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94431                        LL6                                                       1994                    -84.0                    168.0
Queen Alexandra Range 94432                        H5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94433                        L5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94434                        L6                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94436                        H5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94437                        L5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94438                        L6                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94439                        LL6                                                       1994                    -84.0                    168.0
Queen Alexandra Range 94440                        L5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94441                        H6                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94442                        LL6                                                       1994                    -84.0                    168.0
Queen Alexandra Range 94443                        LL5                                                       1994                    -84.0                    168.0
Queen Alexandra Range 94444                        L5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94445                        H5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94446                        H6                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94447                        L5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94448                        L6                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94449                        L6                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94450                        L5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94451                        L5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94452                        L5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94453                        LL6                                                       1994                    -84.0                    168.0
Queen Alexandra Range 94454                        L6                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94455                        L6                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94456                        L6                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94457                        L6                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94458                        H5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94459                        L6                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94460                        H5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94461                        L6                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94462                        L6                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94463                        L6                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94464                        L5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94465                        L6                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94466                        H5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94467                        L6                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94468                        L6                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94469                        L6                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94470                        H5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94471                        L5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94472                        L6                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94473                        L5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94474                        H5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94475                        L5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94476                        L5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94477                        L5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94478                        L5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94479                        L5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94480                        L5                                                        1994                    -84.0                    168.0
Queen Alexandra Range 94481                        L5                                                        1994                    -84.0                    168.0
